"id","vignette","structure","p_C","p_A","cause","conf","attn_check","duration","age","sex"
"R_24IZwNSUnDbM7di","wheels","con",0.2,0.3,0,1,"Yes.",9.51666666666667,63,"Male"
"R_u7CxLHnERTl0vGp","cards","con",0.2,0.6,1,1,"Yes.",3.01666666666667,35,"Male"
"R_u7CxLHnERTl0vGp","casino","dis",0.1,0.7,1,1,"Yes.",3.01666666666667,35,"Male"
"R_u7CxLHnERTl0vGp","chores","dis",0.9,0.4,0.5,1,"Yes.",3.01666666666667,35,"Male"
"R_u7CxLHnERTl0vGp","ducks","con",0.7,0.3,0.5,1,"Yes.",3.01666666666667,35,"Male"
"R_u7CxLHnERTl0vGp","fruit","con",0.2,0.8,0.513,1,"Yes.",3.01666666666667,35,"Male"
"R_u7CxLHnERTl0vGp","wheels","dis",0.1,0.3,0.5,1,"Yes.",3.01666666666667,35,"Male"
"R_3OaqfSOIvcyBzzP","cards","dis",0.9,0.6,0.507,0.011,"Yes.",2.73333333333333,44,"Male"
"R_3OaqfSOIvcyBzzP","casino","con",0.8,0.7,0.51,0,"Yes.",2.73333333333333,44,"Male"
"R_3OaqfSOIvcyBzzP","chores","dis",0.7,0.3,0.466,0,"Yes.",2.73333333333333,44,"Male"
"R_3OaqfSOIvcyBzzP","ducks","con",0.5,0.6,0.485,0,"Yes.",2.73333333333333,44,"Male"
"R_3OaqfSOIvcyBzzP","fruit","con",0.4,0.4,0.52,0.139,"Yes.",2.73333333333333,44,"Male"
"R_3OaqfSOIvcyBzzP","wheels","con",0.3,0.1,0.504,0,"Yes.",2.73333333333333,44,"Male"
"R_2rHOjLf9n4CQ9Qo","cards","dis",0.5,0.7,0.5,1,"Yes.",7.36666666666667,28,"Male"
"R_2rHOjLf9n4CQ9Qo","casino","dis",0.2,0.4,0.5,0.852,"Yes.",7.36666666666667,28,"Male"
"R_2rHOjLf9n4CQ9Qo","chores","con",0.3,1,1,1,"Yes.",7.36666666666667,28,"Male"
"R_2rHOjLf9n4CQ9Qo","ducks","con",0.3,0.1,0.183,0.751,"Yes.",7.36666666666667,28,"Male"
"R_2rHOjLf9n4CQ9Qo","fruit","con",1,0.4,0,0.668,"Yes.",7.36666666666667,28,"Male"
"R_2rHOjLf9n4CQ9Qo","wheels","con",1,0.6,0.456,0.624,"Yes.",7.36666666666667,28,"Male"
"R_24zSHw7scYyaum6","cards","dis",0.5,0.2,1,1,"Yes.",4.26666666666667,25,"Male"
"R_24zSHw7scYyaum6","casino","con",0.1,0.9,0.762,1,"Yes.",4.26666666666667,25,"Male"
"R_24zSHw7scYyaum6","chores","dis",0.6,0.5,1,1,"Yes.",4.26666666666667,25,"Male"
"R_24zSHw7scYyaum6","ducks","dis",0.4,0.7,1,1,"Yes.",4.26666666666667,25,"Male"
"R_24zSHw7scYyaum6","fruit","con",0.2,0.1,0.7,1,"Yes.",4.26666666666667,25,"Male"
"R_24zSHw7scYyaum6","wheels","con",0.5,0.6,0.755,1,"Yes.",4.26666666666667,25,"Male"
"R_2q2UPpiG205P9cF","cards","dis",1,0.4,0.651,0.893,"Yes.",7.11666666666667,28,"Male"
"R_2q2UPpiG205P9cF","casino","dis",0.4,1,0.182,0.873,"Yes.",7.11666666666667,28,"Male"
"R_2q2UPpiG205P9cF","chores","dis",0.8,0.2,0.725,0.639,"Yes.",7.11666666666667,28,"Male"
"R_2q2UPpiG205P9cF","ducks","con",0.3,0.6,0.308,0.766,"Yes.",7.11666666666667,28,"Male"
"R_2q2UPpiG205P9cF","fruit","dis",0.1,0.3,0.748,0.668,"Yes.",7.11666666666667,28,"Male"
"R_2q2UPpiG205P9cF","wheels","con",0.5,0.4,0.256,1,"Yes.",7.11666666666667,28,"Male"
"R_O7D2bDWKWyiCVKV","cards","con",0.1,0.3,1,1,"Yes.",3.56666666666667,48,"Male"
"R_O7D2bDWKWyiCVKV","casino","con",1,0.2,1,1,"Yes.",3.56666666666667,48,"Male"
"R_O7D2bDWKWyiCVKV","chores","con",0.9,1,1,1,"Yes.",3.56666666666667,48,"Male"
"R_O7D2bDWKWyiCVKV","ducks","con",0.8,0.8,1,1,"Yes.",3.56666666666667,48,"Male"
"R_O7D2bDWKWyiCVKV","fruit","dis",1,0.3,0.541,0.859,"Yes.",3.56666666666667,48,"Male"
"R_O7D2bDWKWyiCVKV","wheels","dis",0.1,0.1,0.541,0.946,"Yes.",3.56666666666667,48,"Male"
"R_3eyHqMo9MfvGDoQ","cards","dis",0.8,0.5,0.787,0.232,"Yes.",4.45,47,"Male"
"R_3eyHqMo9MfvGDoQ","casino","dis",0.3,0.7,0.799,0.239,"Yes.",4.45,47,"Male"
"R_3eyHqMo9MfvGDoQ","chores","con",0.7,0.8,0.776,0.227,"Yes.",4.45,47,"Male"
"R_3eyHqMo9MfvGDoQ","ducks","con",0.1,0.6,0.783,0.241,"Yes.",4.45,47,"Male"
"R_3eyHqMo9MfvGDoQ","fruit","con",0.6,0.7,0.755,0.261,"Yes.",4.45,47,"Male"
"R_3eyHqMo9MfvGDoQ","wheels","con",0.6,0.3,0.787,0.199,"Yes.",4.45,47,"Male"
"R_12sZmcyWUZ0l5nU","cards","con",0.7,0.4,0.52,1,"Yes.",8.88333333333333,69,"Female"
"R_12sZmcyWUZ0l5nU","casino","con",0.2,0.3,0.51,1,"Yes.",8.88333333333333,69,"Female"
"R_12sZmcyWUZ0l5nU","chores","con",0.3,0.2,0.51,1,"Yes.",8.88333333333333,69,"Female"
"R_12sZmcyWUZ0l5nU","ducks","con",0.2,0.2,0.51,1,"Yes.",8.88333333333333,69,"Female"
"R_12sZmcyWUZ0l5nU","fruit","con",0.9,0.9,0.51,1,"Yes.",8.88333333333333,69,"Female"
"R_12sZmcyWUZ0l5nU","wheels","con",0.8,0.3,0.51,1,"Yes.",8.88333333333333,69,"Female"
"R_3NEtTc79JendPaA","cards","dis",0.1,0.2,0.718,0.735,"Yes.",5.01666666666667,29,"Male"
"R_3NEtTc79JendPaA","casino","con",0.8,0.5,0.768,0.8,"Yes.",5.01666666666667,29,"Male"
"R_3NEtTc79JendPaA","chores","con",0.4,0.8,0.737,0.863,"Yes.",5.01666666666667,29,"Male"
"R_3NEtTc79JendPaA","ducks","con",0.1,0.6,0.689,0.835,"Yes.",5.01666666666667,29,"Male"
"R_3NEtTc79JendPaA","fruit","dis",0.7,0.7,0.518,0.414,"Yes.",5.01666666666667,29,"Male"
"R_3NEtTc79JendPaA","wheels","dis",1,0.6,0,0.276,"Yes.",5.01666666666667,29,"Male"
"R_1EZHkKISIHSve6Z","cards","dis",0.3,0.2,0.835,0.745,"Yes.",6.65,21,"Female"
"R_1EZHkKISIHSve6Z","casino","dis",0.9,0.6,1,0.834,"Yes.",6.65,21,"Female"
"R_1EZHkKISIHSve6Z","chores","con",1,0.5,0.611,0.479,"Yes.",6.65,21,"Female"
"R_1EZHkKISIHSve6Z","ducks","con",1,0.9,0.893,0.908,"Yes.",6.65,21,"Female"
"R_1EZHkKISIHSve6Z","fruit","dis",0.4,0.6,1,0.848,"Yes.",6.65,21,"Female"
"R_1EZHkKISIHSve6Z","wheels","con",0.9,0.2,0.923,0.89,"Yes.",6.65,21,"Female"
"R_2XoLHm8vu7EcY4Q","cards","dis",0.3,0.9,1,1,"Yes.",17.8666666666667,40,"Female"
"R_2XoLHm8vu7EcY4Q","casino","con",0.4,0.1,0.993,1,"Yes.",17.8666666666667,40,"Female"
"R_2XoLHm8vu7EcY4Q","chores","dis",0.9,0.2,0,0,"Yes.",17.8666666666667,40,"Female"
"R_2XoLHm8vu7EcY4Q","ducks","con",0.1,0.6,1,1,"Yes.",17.8666666666667,40,"Female"
"R_2XoLHm8vu7EcY4Q","fruit","dis",0.7,0.9,0,0,"Yes.",17.8666666666667,40,"Female"
"R_2XoLHm8vu7EcY4Q","wheels","con",0.7,0.5,0,1,"Yes.",17.8666666666667,40,"Female"
"R_3wN09THBCa2iQud","cards","dis",0.3,0.6,0.994,0.645,"Yes.",4.86666666666667,45,"Female"
"R_3wN09THBCa2iQud","casino","dis",0.2,0.5,0.908,0.901,"Yes.",4.86666666666667,45,"Female"
"R_3wN09THBCa2iQud","chores","con",0.5,0.6,0.685,0.98,"Yes.",4.86666666666667,45,"Female"
"R_3wN09THBCa2iQud","ducks","dis",0.5,0.2,1,1,"Yes.",4.86666666666667,45,"Female"
"R_3wN09THBCa2iQud","fruit","con",0.9,0.4,1,0.997,"Yes.",4.86666666666667,45,"Female"
"R_3wN09THBCa2iQud","wheels","dis",0.8,0.9,0.51,0.793,"Yes.",4.86666666666667,45,"Female"
"R_232WCMm4OnzWXKr","cards","con",0.3,0.8,1,1,"Yes.",3.96666666666667,21,"Female"
"R_232WCMm4OnzWXKr","casino","con",0.7,0.6,0.759,0.972,"Yes.",3.96666666666667,21,"Female"
"R_232WCMm4OnzWXKr","chores","con",0.3,0.5,1,1,"Yes.",3.96666666666667,21,"Female"
"R_232WCMm4OnzWXKr","ducks","dis",0.4,0.9,0.787,0.776,"Yes.",3.96666666666667,21,"Female"
"R_232WCMm4OnzWXKr","fruit","dis",0.7,0.8,0.703,0.783,"Yes.",3.96666666666667,21,"Female"
"R_232WCMm4OnzWXKr","wheels","dis",0.6,0.9,0.5,0.82,"Yes.",3.96666666666667,21,"Female"
"R_bgzIfX6sIMKg2kN","cards","dis",0.7,0.5,1,1,"Yes.",10.15,31,"Female"
"R_bgzIfX6sIMKg2kN","casino","con",0.8,0.9,1,1,"Yes.",10.15,31,"Female"
"R_bgzIfX6sIMKg2kN","chores","dis",0.6,0.7,1,1,"Yes.",10.15,31,"Female"
"R_bgzIfX6sIMKg2kN","ducks","dis",0.3,0.7,1,1,"Yes.",10.15,31,"Female"
"R_bgzIfX6sIMKg2kN","fruit","con",0.6,0.8,1,1,"Yes.",10.15,31,"Female"
"R_bgzIfX6sIMKg2kN","wheels","dis",0.3,0.3,1,1,"Yes.",10.15,31,"Female"
"R_1DuwUbz8AxugbfR","cards","con",0.8,1,0.994,0.848,"Yes.",3.65,23,"Female"
"R_1DuwUbz8AxugbfR","casino","con",0.5,0.2,0.121,0.999,"Yes.",3.65,23,"Female"
"R_1DuwUbz8AxugbfR","chores","dis",0.5,0.3,0.273,0.763,"Yes.",3.65,23,"Female"
"R_1DuwUbz8AxugbfR","ducks","dis",0.9,0.3,0.204,1,"Yes.",3.65,23,"Female"
"R_1DuwUbz8AxugbfR","fruit","con",0.1,0.9,1,1,"Yes.",3.65,23,"Female"
"R_1DuwUbz8AxugbfR","wheels","con",0.3,0.6,0.528,0.321,"Yes.",3.65,23,"Female"
"R_3NDsKoM9wnXtVnz","cards","dis",0.2,0.1,1,0.952,"Yes.",7.16666666666667,26,"Female"
"R_3NDsKoM9wnXtVnz","casino","dis",0.3,0.9,0.941,0.952,"Yes.",7.16666666666667,26,"Female"
"R_3NDsKoM9wnXtVnz","chores","con",1,0.3,0.151,0.886,"Yes.",7.16666666666667,26,"Female"
"R_3NDsKoM9wnXtVnz","ducks","dis",0.9,0.1,0.956,0.965,"Yes.",7.16666666666667,26,"Female"
"R_3NDsKoM9wnXtVnz","fruit","dis",0.4,0.8,0.5,0.746,"Yes.",7.16666666666667,26,"Female"
"R_3NDsKoM9wnXtVnz","wheels","con",0.6,1,0.941,0.951,"Yes.",7.16666666666667,26,"Female"
"R_2dNn3BlqUHrtDIb","cards","dis",0.3,0.4,0.819,1,"Yes.",2.35,20,"Male"
"R_2dNn3BlqUHrtDIb","casino","con",1,0.6,0,1,"Yes.",2.35,20,"Male"
"R_2dNn3BlqUHrtDIb","chores","dis",0.9,0.9,1,1,"Yes.",2.35,20,"Male"
"R_2dNn3BlqUHrtDIb","ducks","dis",0.1,0.5,1,1,"Yes.",2.35,20,"Male"
"R_2dNn3BlqUHrtDIb","fruit","con",0.1,0.4,1,1,"Yes.",2.35,20,"Male"
"R_2dNn3BlqUHrtDIb","wheels","dis",0.8,0.5,1,1,"Yes.",2.35,20,"Male"
"R_2ePDaqH5Uk4IYe7","cards","dis",0.2,0.1,0.975,0.979,"Yes.",5.9,49,"Female"
"R_2ePDaqH5Uk4IYe7","casino","con",0.1,0.3,0.497,1,"Yes.",5.9,49,"Female"
"R_2ePDaqH5Uk4IYe7","chores","con",0.8,0.8,0.521,0.976,"Yes.",5.9,49,"Female"
"R_2ePDaqH5Uk4IYe7","ducks","dis",0.2,0.5,0.532,1,"Yes.",5.9,49,"Female"
"R_2ePDaqH5Uk4IYe7","fruit","dis",0.2,0.2,1,0.806,"Yes.",5.9,49,"Female"
"R_2ePDaqH5Uk4IYe7","wheels","con",0.6,0.3,0.487,0.982,"Yes.",5.9,49,"Female"
"R_28XMwD1pvYwegIk","cards","con",0.3,0.1,0.613,0.869,"Yes.",6.33333333333333,25,"Male"
"R_28XMwD1pvYwegIk","casino","con",0.8,0.5,0.642,0.907,"Yes.",6.33333333333333,25,"Male"
"R_28XMwD1pvYwegIk","chores","dis",1,0.8,0.832,0.938,"Yes.",6.33333333333333,25,"Male"
"R_28XMwD1pvYwegIk","ducks","dis",0.7,0.4,1,1,"Yes.",6.33333333333333,25,"Male"
"R_28XMwD1pvYwegIk","fruit","con",0.6,0.8,0.741,0.882,"Yes.",6.33333333333333,25,"Male"
"R_28XMwD1pvYwegIk","wheels","dis",0.2,0.8,1,1,"Yes.",6.33333333333333,25,"Male"
"R_2YKb8bAgxQeiy3Y","cards","dis",0.2,0.5,1,1,"Yes.",3.15,38,"Female"
"R_2YKb8bAgxQeiy3Y","casino","dis",0.8,0.6,1,1,"Yes.",3.15,38,"Female"
"R_2YKb8bAgxQeiy3Y","chores","dis",1,0.9,1,1,"Yes.",3.15,38,"Female"
"R_2YKb8bAgxQeiy3Y","ducks","dis",0.6,0.5,1,1,"Yes.",3.15,38,"Female"
"R_2YKb8bAgxQeiy3Y","fruit","dis",0.9,0.4,1,1,"Yes.",3.15,38,"Female"
"R_2YKb8bAgxQeiy3Y","wheels","con",0.4,0.6,1,1,"Yes.",3.15,38,"Female"
"R_26exZYjLsGZIu4r","cards","con",0.1,0.5,1,1,"Yes.",5.61666666666667,36,"Male"
"R_26exZYjLsGZIu4r","casino","dis",0.1,0.2,0,1,"Yes.",5.61666666666667,36,"Male"
"R_26exZYjLsGZIu4r","chores","dis",0.4,0.7,0.808,0.724,"Yes.",5.61666666666667,36,"Male"
"R_26exZYjLsGZIu4r","ducks","dis",0.4,0.8,0.877,0.925,"Yes.",5.61666666666667,36,"Male"
"R_26exZYjLsGZIu4r","fruit","dis",0.8,0.6,0.765,0.789,"Yes.",5.61666666666667,36,"Male"
"R_26exZYjLsGZIu4r","wheels","con",0.5,0.9,0.573,0.427,"Yes.",5.61666666666667,36,"Male"
"R_2S2g6Ksqi7PNiAc","cards","dis",0.1,0.3,1,1,"Yes.",4.4,21,"Male"
"R_2S2g6Ksqi7PNiAc","casino","dis",0.3,1,1,1,"Yes.",4.4,21,"Male"
"R_2S2g6Ksqi7PNiAc","chores","dis",0.5,0.1,1,1,"Yes.",4.4,21,"Male"
"R_2S2g6Ksqi7PNiAc","ducks","dis",1,0.4,0,1,"Yes.",4.4,21,"Male"
"R_2S2g6Ksqi7PNiAc","fruit","con",0.1,0.1,1,1,"Yes.",4.4,21,"Male"
"R_2S2g6Ksqi7PNiAc","wheels","dis",1,0.6,1,1,"Yes.",4.4,21,"Male"
"R_2V3VaTYPMF3ANFx","cards","con",0.1,0.5,1,1,"Yes.",4.55,34,"Male"
"R_2V3VaTYPMF3ANFx","casino","con",0.9,0.7,1,1,"Yes.",4.55,34,"Male"
"R_2V3VaTYPMF3ANFx","chores","dis",0.7,0.8,1,1,"Yes.",4.55,34,"Male"
"R_2V3VaTYPMF3ANFx","ducks","dis",0.1,0.9,0.235,0.842,"Yes.",4.55,34,"Male"
"R_2V3VaTYPMF3ANFx","fruit","con",0.3,0.2,1,1,"Yes.",4.55,34,"Male"
"R_2V3VaTYPMF3ANFx","wheels","dis",0.9,0.8,0.273,1,"Yes.",4.55,34,"Male"
"R_3L5v1QW8CZGgJca","cards","dis",0.3,0.9,0.375,0.518,"No, I did not take the study seriously.",1.31666666666667,21,"Male"
"R_3L5v1QW8CZGgJca","casino","dis",0.1,0.3,0.332,0.611,"No, I did not take the study seriously.",1.31666666666667,21,"Male"
"R_3L5v1QW8CZGgJca","chores","dis",1,0.2,0.635,0.61,"No, I did not take the study seriously.",1.31666666666667,21,"Male"
"R_3L5v1QW8CZGgJca","ducks","con",0.9,0.8,0.732,0.414,"No, I did not take the study seriously.",1.31666666666667,21,"Male"
"R_3L5v1QW8CZGgJca","fruit","dis",0.7,0.3,0.383,0.652,"No, I did not take the study seriously.",1.31666666666667,21,"Male"
"R_3L5v1QW8CZGgJca","wheels","dis",0.6,0.5,0.39,0.603,"No, I did not take the study seriously.",1.31666666666667,21,"Male"
"R_AsWbBRlvLDVEGl3","cards","con",1,0.8,0,0.848,"Yes.",9.83333333333333,27,"Male"
"R_AsWbBRlvLDVEGl3","casino","dis",0.5,0.7,0.5,0.77,"Yes.",9.83333333333333,27,"Male"
"R_AsWbBRlvLDVEGl3","chores","dis",0.9,0.9,0.492,0.825,"Yes.",9.83333333333333,27,"Male"
"R_AsWbBRlvLDVEGl3","ducks","con",0.2,0.2,1,1,"Yes.",9.83333333333333,27,"Male"
"R_AsWbBRlvLDVEGl3","fruit","dis",0.3,0.4,0.5,1,"Yes.",9.83333333333333,27,"Male"
"R_AsWbBRlvLDVEGl3","wheels","con",0.6,0.8,0.5,0.731,"Yes.",9.83333333333333,27,"Male"
"R_vcwzZ91oZsseRr3","cards","con",0.6,0.4,1,0.689,"Yes.",5.76666666666667,27,"Male"
"R_vcwzZ91oZsseRr3","casino","dis",0.8,0.7,1,1,"Yes.",5.76666666666667,27,"Male"
"R_vcwzZ91oZsseRr3","chores","dis",0.5,0.1,1,1,"Yes.",5.76666666666667,27,"Male"
"R_vcwzZ91oZsseRr3","ducks","con",0.3,0.1,1,1,"Yes.",5.76666666666667,27,"Male"
"R_vcwzZ91oZsseRr3","fruit","dis",1,0.7,1,1,"Yes.",5.76666666666667,27,"Male"
"R_vcwzZ91oZsseRr3","wheels","dis",0.3,0.2,0.968,1,"Yes.",5.76666666666667,27,"Male"
"R_51teqtqNpQ8Chzz","cards","con",0.1,0.5,1,0.925,"Yes.",8.85,29,"Female"
"R_51teqtqNpQ8Chzz","casino","dis",0.7,0.3,0.463,0.851,"Yes.",8.85,29,"Female"
"R_51teqtqNpQ8Chzz","chores","dis",0.4,0.9,0.407,0.877,"Yes.",8.85,29,"Female"
"R_51teqtqNpQ8Chzz","ducks","con",0.8,0.5,0.777,0.931,"Yes.",8.85,29,"Female"
"R_51teqtqNpQ8Chzz","fruit","dis",0.1,0.6,0.466,0.863,"Yes.",8.85,29,"Female"
"R_51teqtqNpQ8Chzz","wheels","con",0.9,0.2,0.185,0.951,"Yes.",8.85,29,"Female"
"R_240dPeEYbLvxGKi","cards","con",1,0.7,1,1,"Yes.",3.88333333333333,39,"Female"
"R_240dPeEYbLvxGKi","casino","con",0.5,0.1,0.765,0.925,"Yes.",3.88333333333333,39,"Female"
"R_240dPeEYbLvxGKi","chores","dis",0.7,0.4,0.72,0.903,"Yes.",3.88333333333333,39,"Female"
"R_240dPeEYbLvxGKi","ducks","con",0.6,0.2,0.627,1,"Yes.",3.88333333333333,39,"Female"
"R_240dPeEYbLvxGKi","fruit","dis",0.2,0.1,0.496,0.954,"Yes.",3.88333333333333,39,"Female"
"R_240dPeEYbLvxGKi","wheels","dis",0.2,0.1,0.634,0.827,"Yes.",3.88333333333333,39,"Female"
"R_3rTlW5gjz0Il5jc","cards","dis",0.9,0.1,0.63,0.527,"Yes.",5.53333333333333,41,"Female"
"R_3rTlW5gjz0Il5jc","casino","con",1,0.1,0.018,0.938,"Yes.",5.53333333333333,41,"Female"
"R_3rTlW5gjz0Il5jc","chores","dis",0.7,0.6,0.711,0.435,"Yes.",5.53333333333333,41,"Female"
"R_3rTlW5gjz0Il5jc","ducks","dis",0.9,0.2,0.846,0.961,"Yes.",5.53333333333333,41,"Female"
"R_3rTlW5gjz0Il5jc","fruit","dis",0.4,0.6,0.528,0.789,"Yes.",5.53333333333333,41,"Female"
"R_3rTlW5gjz0Il5jc","wheels","dis",0.1,0.7,0.921,0.449,"Yes.",5.53333333333333,41,"Female"
"R_3Gf6T6YtEPL5e6z","cards","dis",0.1,0.7,1,1,"Yes.",7.26666666666667,37,"Male"
"R_3Gf6T6YtEPL5e6z","casino","con",0.7,0.3,0.937,1,"Yes.",7.26666666666667,37,"Male"
"R_3Gf6T6YtEPL5e6z","chores","dis",0.5,0.3,1,1,"Yes.",7.26666666666667,37,"Male"
"R_3Gf6T6YtEPL5e6z","ducks","con",0.4,0.6,0.856,1,"Yes.",7.26666666666667,37,"Male"
"R_3Gf6T6YtEPL5e6z","fruit","con",0.6,0.9,0.89,1,"Yes.",7.26666666666667,37,"Male"
"R_3Gf6T6YtEPL5e6z","wheels","con",0.9,0.9,1,1,"Yes.",7.26666666666667,37,"Male"
"R_3stWh5yWxVJMTWS","cards","dis",0.1,0.6,1,0.996,"Yes.",9.83333333333333,70,"Male"
"R_3stWh5yWxVJMTWS","casino","con",0.8,1,0.489,1,"Yes.",9.83333333333333,70,"Male"
"R_3stWh5yWxVJMTWS","chores","dis",0.4,1,1,1,"Yes.",9.83333333333333,70,"Male"
"R_3stWh5yWxVJMTWS","ducks","dis",0.5,0.5,0.493,1,"Yes.",9.83333333333333,70,"Male"
"R_3stWh5yWxVJMTWS","fruit","con",0.9,0.9,0.497,1,"Yes.",9.83333333333333,70,"Male"
"R_3stWh5yWxVJMTWS","wheels","dis",0.3,0.8,1,1,"Yes.",9.83333333333333,70,"Male"
"R_2YLITyUPcMUjdX3","cards","con",0.7,0.3,0.5,1,"Yes.",5.03333333333333,36,"Female"
"R_2YLITyUPcMUjdX3","casino","dis",0.2,0.4,0.789,0.804,"Yes.",5.03333333333333,36,"Female"
"R_2YLITyUPcMUjdX3","chores","dis",0.8,0.3,0.942,0.894,"Yes.",5.03333333333333,36,"Female"
"R_2YLITyUPcMUjdX3","ducks","dis",0.4,0.6,1,0.783,"Yes.",5.03333333333333,36,"Female"
"R_2YLITyUPcMUjdX3","fruit","con",0.3,0.8,0.768,0.966,"Yes.",5.03333333333333,36,"Female"
"R_2YLITyUPcMUjdX3","wheels","con",0.9,0.9,1,1,"Yes.",5.03333333333333,36,"Female"
"R_3DqLhE7jEA2DiUo","cards","dis",0.2,1,1,1,"Yes.",8.36666666666667,26,"Female"
"R_3DqLhE7jEA2DiUo","casino","con",0.3,0.8,1,1,"Yes.",8.36666666666667,26,"Female"
"R_3DqLhE7jEA2DiUo","chores","dis",1,0.5,1,1,"Yes.",8.36666666666667,26,"Female"
"R_3DqLhE7jEA2DiUo","ducks","con",0.9,0.8,1,1,"Yes.",8.36666666666667,26,"Female"
"R_3DqLhE7jEA2DiUo","fruit","dis",0.2,0.3,1,1,"Yes.",8.36666666666667,26,"Female"
"R_3DqLhE7jEA2DiUo","wheels","dis",0.4,0.4,1,1,"Yes.",8.36666666666667,26,"Female"
"R_1dnVcKvx3oR01Ko","cards","dis",1,1,1,1,"Yes.",8.65,38,"Male"
"R_1dnVcKvx3oR01Ko","casino","dis",0.9,0.7,0.721,1,"Yes.",8.65,38,"Male"
"R_1dnVcKvx3oR01Ko","chores","con",1,0.4,0.763,0.98,"Yes.",8.65,38,"Male"
"R_1dnVcKvx3oR01Ko","ducks","dis",0.5,0.8,0.83,0.952,"Yes.",8.65,38,"Male"
"R_1dnVcKvx3oR01Ko","fruit","dis",0.6,0.6,0.504,1,"Yes.",8.65,38,"Male"
"R_1dnVcKvx3oR01Ko","wheels","con",0.1,0.7,1,1,"Yes.",8.65,38,"Male"
"R_sth8D3AsarLMPFD","cards","dis",0.6,0.3,1,1,"Yes.",6.91666666666667,43,"Male"
"R_sth8D3AsarLMPFD","casino","con",0.2,0.4,0.663,1,"Yes.",6.91666666666667,43,"Male"
"R_sth8D3AsarLMPFD","chores","dis",0.5,0.8,0.496,0.292,"Yes.",6.91666666666667,43,"Male"
"R_sth8D3AsarLMPFD","ducks","dis",0.4,0.4,1,1,"Yes.",6.91666666666667,43,"Male"
"R_sth8D3AsarLMPFD","fruit","dis",0.6,0.3,0.527,1,"Yes.",6.91666666666667,43,"Male"
"R_sth8D3AsarLMPFD","wheels","dis",1,0.3,1,1,"Yes.",6.91666666666667,43,"Male"
"R_2azaIcyUHtqQM7c","cards","con",0.9,0.2,0.494,0.608,"Yes.",5.96666666666667,29,"Female"
"R_2azaIcyUHtqQM7c","casino","dis",0.9,0.2,0.582,0.539,"Yes.",5.96666666666667,29,"Female"
"R_2azaIcyUHtqQM7c","chores","dis",0.4,0.1,0.732,0.552,"Yes.",5.96666666666667,29,"Female"
"R_2azaIcyUHtqQM7c","ducks","dis",0.4,0.9,0.807,0.596,"Yes.",5.96666666666667,29,"Female"
"R_2azaIcyUHtqQM7c","fruit","dis",0.9,0.8,0.477,0.403,"Yes.",5.96666666666667,29,"Female"
"R_2azaIcyUHtqQM7c","wheels","dis",0.8,0.1,0.673,0.383,"Yes.",5.96666666666667,29,"Female"
"R_242HU0PxRzr7Bi8","cards","con",0.7,0.5,1,1,"Yes.",21.0333333333333,60,"Male"
"R_242HU0PxRzr7Bi8","casino","con",0.5,0.4,1,1,"Yes.",21.0333333333333,60,"Male"
"R_242HU0PxRzr7Bi8","chores","dis",0.4,0.6,1,1,"Yes.",21.0333333333333,60,"Male"
"R_242HU0PxRzr7Bi8","ducks","dis",0.6,0.3,1,1,"Yes.",21.0333333333333,60,"Male"
"R_242HU0PxRzr7Bi8","fruit","dis",0.6,0.1,1,1,"Yes.",21.0333333333333,60,"Male"
"R_242HU0PxRzr7Bi8","wheels","dis",0.4,0.4,1,1,"Yes.",21.0333333333333,60,"Male"
"R_3hubgJAQJd7Aier","cards","con",0.8,0.6,0.748,0.731,"Yes.",0.866666666666667,21,"Female"
"R_3hubgJAQJd7Aier","casino","dis",0.4,0.8,0.672,0.434,"Yes.",0.866666666666667,21,"Female"
"R_3hubgJAQJd7Aier","chores","con",0.6,0.8,0.385,0.728,"Yes.",0.866666666666667,21,"Female"
"R_3hubgJAQJd7Aier","ducks","dis",0.7,0.7,0.72,0.386,"Yes.",0.866666666666667,21,"Female"
"R_3hubgJAQJd7Aier","fruit","con",0.6,0.3,0.693,0.368,"Yes.",0.866666666666667,21,"Female"
"R_3hubgJAQJd7Aier","wheels","con",0.5,0.8,0.277,0.703,"Yes.",0.866666666666667,21,"Female"
"R_20Vxl1QtvvHPt4K","cards","dis",0.4,0.9,1,0.883,"Yes.",3.95,25,"Male"
"R_20Vxl1QtvvHPt4K","casino","dis",0.1,1,1,0.242,"Yes.",3.95,25,"Male"
"R_20Vxl1QtvvHPt4K","chores","dis",1,0.7,0.242,0.789,"Yes.",3.95,25,"Male"
"R_20Vxl1QtvvHPt4K","ducks","dis",0.7,0.7,1,1,"Yes.",3.95,25,"Male"
"R_20Vxl1QtvvHPt4K","fruit","dis",0.1,1,0.204,1,"Yes.",3.95,25,"Male"
"R_20Vxl1QtvvHPt4K","wheels","dis",0.7,0.3,0.842,0.601,"Yes.",3.95,25,"Male"
"R_24O7dDfyIaZP416","cards","con",0.8,0.5,1,0.961,"Yes.",3.73333333333333,19,"Female"
"R_24O7dDfyIaZP416","casino","con",0.1,0.2,1,0.979,"Yes.",3.73333333333333,19,"Female"
"R_24O7dDfyIaZP416","chores","con",0.2,0.1,1,0.966,"Yes.",3.73333333333333,19,"Female"
"R_24O7dDfyIaZP416","ducks","dis",0.8,0.5,1,0.959,"Yes.",3.73333333333333,19,"Female"
